cust_response,time,total_amount,gender,age,person_id,became_member_on,income,F,M,O,days_of_membership,age_by_decade,income_range,reward,difficulty,duration
1,408,93.28,F,92,409c069b95af4a6f91c708eaa7e90714,2017,94000,1,0,0,1082,90s,100k,2,10,240
0,0,0,M,43,9efb4b0cde924f0390b29b093f15bdab,2018,60000,0,1,0,970,40s,70k,2,10,240
0,168,0,M,43,9efb4b0cde924f0390b29b093f15bdab,2018,60000,0,1,0,970,40s,70k,0,0,96
0,168,0,M,43,9efb4b0cde924f0390b29b093f15bdab,2018,60000,0,1,0,970,40s,70k,0,0,96
0,408,0,M,43,9efb4b0cde924f0390b29b093f15bdab,2018,60000,0,1,0,970,40s,70k,5,20,240
0,576,0,M,43,9efb4b0cde924f0390b29b093f15bdab,2018,60000,0,1,0,970,40s,70k,5,5,120
0,0,2.51,M,30,af170e94ddd44e18ac17d7ebb6e09617,2017,46000,0,1,0,1086,30s,50k,10,10,168
0,168,2.9,M,30,af170e94ddd44e18ac17d7ebb6e09617,2017,46000,0,1,0,1086,30s,50k,3,7,168
0,504,0,M,30,af170e94ddd44e18ac17d7ebb6e09617,2017,46000,0,1,0,1086,30s,50k,0,0,96
0,0,2.51,M,30,af170e94ddd44e18ac17d7ebb6e09617,2017,46000,0,1,0,1086,30s,50k,10,10,168
0,0,0,F,66,2740d12ff4d046c0a45a27652d85963d,2016,115000,1,0,0,1679,60s,120k,5,5,120
1,168,105.25,F,66,2740d12ff4d046c0a45a27652d85963d,2016,115000,1,0,0,1679,60s,120k,10,10,168
0,0,0,F,66,2740d12ff4d046c0a45a27652d85963d,2016,115000,1,0,0,1679,60s,120k,5,5,120
1,408,53.62,F,66,2740d12ff4d046c0a45a27652d85963d,2016,115000,1,0,0,1679,60s,120k,5,20,240
1,408,53.62,F,66,2740d12ff4d046c0a45a27652d85963d,2016,115000,1,0,0,1679,60s,120k,5,20,240
1,576,33.38,F,66,2740d12ff4d046c0a45a27652d85963d,2016,115000,1,0,0,1679,60s,120k,10,10,120
1,0,19.15,M,84,906afcda14ab4ef9b45942c626d10771,2016,62000,0,1,0,1616,80s,70k,0,0,72
1,168,23.7,M,84,906afcda14ab4ef9b45942c626d10771,2016,62000,0,1,0,1616,80s,70k,3,7,168
1,336,11.77,M,84,906afcda14ab4ef9b45942c626d10771,2016,62000,0,1,0,1616,80s,70k,10,10,168
1,504,112.92,M,84,906afcda14ab4ef9b45942c626d10771,2016,62000,0,1,0,1616,80s,70k,5,5,168
1,576,47.94,M,84,906afcda14ab4ef9b45942c626d10771,2016,62000,0,1,0,1616,80s,70k,10,10,120
0,0,2.79,M,47,e7147567b7de4eb4a0ca7d48a3388855,2017,53000,0,1,0,1118,40s,60k,5,5,168
0,168,0.45,M,47,e7147567b7de4eb4a0ca7d48a3388855,2017,53000,0,1,0,1118,40s,60k,5,20,240
1,408,8.41,M,47,e7147567b7de4eb4a0ca7d48a3388855,2017,53000,0,1,0,1118,40s,60k,3,7,168
1,504,28.66,M,47,e7147567b7de4eb4a0ca7d48a3388855,2017,53000,0,1,0,1118,40s,60k,2,10,240
1,408,8.41,M,47,e7147567b7de4eb4a0ca7d48a3388855,2017,53000,0,1,0,1118,40s,60k,3,7,168
0,0,6.31,M,31,7b58f6fe0a654970a4299a84fc36d8be,2018,42000,0,1,0,931,30s,50k,2,10,240
0,336,4.89,M,31,7b58f6fe0a654970a4299a84fc36d8be,2018,42000,0,1,0,931,30s,50k,10,10,120
0,408,2.51,M,31,7b58f6fe0a654970a4299a84fc36d8be,2018,42000,0,1,0,931,30s,50k,5,5,168
1,576,92.23,M,31,7b58f6fe0a654970a4299a84fc36d8be,2018,42000,0,1,0,931,30s,50k,0,0,72
0,0,0,F,52,c92f21de3b1341d7aaf9c5eaae199e0d,2018,73000,1,0,0,883,50s,80k,5,5,120
1,168,14.14,F,52,c92f21de3b1341d7aaf9c5eaae199e0d,2018,73000,1,0,0,883,50s,80k,2,10,240
1,336,14.14,F,52,c92f21de3b1341d7aaf9c5eaae199e0d,2018,73000,1,0,0,883,50s,80k,0,0,96
1,336,14.14,F,52,c92f21de3b1341d7aaf9c5eaae199e0d,2018,73000,1,0,0,883,50s,80k,0,0,96
0,504,0,F,52,c92f21de3b1341d7aaf9c5eaae199e0d,2018,73000,1,0,0,883,50s,80k,0,0,72
0,504,0,F,52,c92f21de3b1341d7aaf9c5eaae199e0d,2018,73000,1,0,0,883,50s,80k,0,0,72
1,0,51.71,M,67,c72d471dc4314ffdb062c0775e77a09d,2017,118000,0,1,0,1075,60s,120k,10,10,120
0,168,34.01,M,67,c72d471dc4314ffdb062c0775e77a09d,2017,118000,0,1,0,1075,60s,120k,5,5,168
0,408,0,M,67,c72d471dc4314ffdb062c0775e77a09d,2017,118000,0,1,0,1075,60s,120k,0,0,96
1,0,14.77,M,68,39c7d60098ba42f683cfb654e642ac2a,2017,61000,0,1,0,1104,60s,70k,10,10,120
1,168,22.36,M,68,39c7d60098ba42f683cfb654e642ac2a,2017,61000,0,1,0,1104,60s,70k,5,5,120
1,336,22.03,M,68,39c7d60098ba42f683cfb654e642ac2a,2017,61000,0,1,0,1104,60s,70k,5,5,168
1,168,22.36,M,68,39c7d60098ba42f683cfb654e642ac2a,2017,61000,0,1,0,1104,60s,70k,5,5,120
1,168,22.36,M,68,39c7d60098ba42f683cfb654e642ac2a,2017,61000,0,1,0,1104,60s,70k,5,5,120
1,336,22.03,M,68,39c7d60098ba42f683cfb654e642ac2a,2017,61000,0,1,0,1104,60s,70k,5,5,168
0,0,0,F,70,b1913d90251b4387888ee429bf0209ef,2016,86000,1,0,0,1618,70s,90k,5,5,168
1,168,150.35,F,70,b1913d90251b4387888ee429bf0209ef,2016,86000,1,0,0,1618,70s,90k,5,20,240
1,336,95.42,F,70,b1913d90251b4387888ee429bf0209ef,2016,86000,1,0,0,1618,70s,90k,3,7,168
1,408,73.33,F,70,b1913d90251b4387888ee429bf0209ef,2016,86000,1,0,0,1618,70s,90k,0,0,72
0,504,33.98,F,70,b1913d90251b4387888ee429bf0209ef,2016,86000,1,0,0,1618,70s,90k,0,0,96
1,336,95.42,F,70,b1913d90251b4387888ee429bf0209ef,2016,86000,1,0,0,1618,70s,90k,3,7,168
0,0,0,M,79,54be86b2561e4e379e6446663e4d8935,2018,40000,0,1,0,798,70s,50k,5,20,240
0,0,0,M,79,54be86b2561e4e379e6446663e4d8935,2018,40000,0,1,0,798,70s,50k,5,20,240
1,576,8.34,M,79,54be86b2561e4e379e6446663e4d8935,2018,40000,0,1,0,798,70s,50k,5,5,120
1,0,23.53,M,33,614c0569deff45ab990b0f423675490f,2017,32000,0,1,0,1070,30s,40k,0,0,72
1,168,4.8,M,33,614c0569deff45ab990b0f423675490f,2017,32000,0,1,0,1070,30s,40k,0,0,96
0,336,13.4,M,33,614c0569deff45ab990b0f423675490f,2017,32000,0,1,0,1070,30s,40k,10,10,168
0,504,19.33,M,33,614c0569deff45ab990b0f423675490f,2017,32000,0,1,0,1070,30s,40k,5,20,240
1,576,19.33,M,33,614c0569deff45ab990b0f423675490f,2017,32000,0,1,0,1070,30s,40k,5,5,168
1,0,25,F,67,3a1fa4f6336d4b77baf0be29c57a73d5,2017,58000,1,0,0,975,60s,60k,0,0,72
1,168,24.35,F,67,3a1fa4f6336d4b77baf0be29c57a73d5,2017,58000,1,0,0,975,60s,60k,2,10,168
1,408,68.78,F,67,3a1fa4f6336d4b77baf0be29c57a73d5,2017,58000,1,0,0,975,60s,60k,10,10,168
1,0,66.2,F,23,478f3d690f8640e8b017e13a794936a0,2017,48000,1,0,0,1167,20s,50k,10,10,168
1,168,51.01,F,23,478f3d690f8640e8b017e13a794936a0,2017,48000,1,0,0,1167,20s,50k,5,5,120
1,336,83.65,F,23,478f3d690f8640e8b017e13a794936a0,2017,48000,1,0,0,1167,20s,50k,10,10,120
1,408,29.79,F,23,478f3d690f8640e8b017e13a794936a0,2017,48000,1,0,0,1167,20s,50k,5,5,168
1,576,38.95,F,23,478f3d690f8640e8b017e13a794936a0,2017,48000,1,0,0,1167,20s,50k,2,10,168
1,0,88.55,F,45,ffff82501cea40309d5fdd7edcca4a07,2016,62000,1,0,0,1372,40s,70k,2,10,240
1,168,111.94,F,45,ffff82501cea40309d5fdd7edcca4a07,2016,62000,1,0,0,1372,40s,70k,5,20,240
1,336,54.08,F,45,ffff82501cea40309d5fdd7edcca4a07,2016,62000,1,0,0,1372,40s,70k,2,10,168
1,336,54.08,F,45,ffff82501cea40309d5fdd7edcca4a07,2016,62000,1,0,0,1372,40s,70k,2,10,168
1,504,51.05,F,45,ffff82501cea40309d5fdd7edcca4a07,2016,62000,1,0,0,1372,40s,70k,5,5,168
1,336,54.08,F,45,ffff82501cea40309d5fdd7edcca4a07,2016,62000,1,0,0,1372,40s,70k,2,10,168
1,0,25.01,O,41,23277625ebb9416582f62f328a6a5a8b,2016,63000,0,0,1,1543,40s,70k,3,7,168
1,168,24.82,O,41,23277625ebb9416582f62f328a6a5a8b,2016,63000,0,0,1,1543,40s,70k,5,20,240
1,408,105.93,O,41,23277625ebb9416582f62f328a6a5a8b,2016,63000,0,0,1,1543,40s,70k,2,10,240
1,504,23.42,O,41,23277625ebb9416582f62f328a6a5a8b,2016,63000,0,0,1,1543,40s,70k,2,10,168
1,576,13.46,O,41,23277625ebb9416582f62f328a6a5a8b,2016,63000,0,0,1,1543,40s,70k,0,0,72
1,0,56.75,M,36,7104c937e25148bda396c5a0cbdf3959,2017,73000,0,1,0,990,30s,80k,3,7,168
1,168,40.39,M,36,7104c937e25148bda396c5a0cbdf3959,2017,73000,0,1,0,990,30s,80k,5,20,240
1,336,57.97,M,36,7104c937e25148bda396c5a0cbdf3959,2017,73000,0,1,0,990,30s,80k,10,10,168
1,408,81.84,M,36,7104c937e25148bda396c5a0cbdf3959,2017,73000,0,1,0,990,30s,80k,5,5,168
1,408,81.84,M,36,7104c937e25148bda396c5a0cbdf3959,2017,73000,0,1,0,990,30s,80k,5,5,168
1,576,42.3,M,36,7104c937e25148bda396c5a0cbdf3959,2017,73000,0,1,0,990,30s,80k,10,10,120
1,0,13.61,M,74,8df3bb97a75a47b08c87d2cc3187eeb7,2018,73000,0,1,0,886,70s,80k,5,5,168
0,168,4.97,M,74,8df3bb97a75a47b08c87d2cc3187eeb7,2018,73000,0,1,0,886,70s,80k,0,0,96
1,336,13.16,M,74,8df3bb97a75a47b08c87d2cc3187eeb7,2018,73000,0,1,0,886,70s,80k,3,7,168
1,408,7.29,M,74,8df3bb97a75a47b08c87d2cc3187eeb7,2018,73000,0,1,0,886,70s,80k,5,5,120
1,336,13.16,M,74,8df3bb97a75a47b08c87d2cc3187eeb7,2018,73000,0,1,0,886,70s,80k,3,7,168
0,0,9.84,M,68,a4ef66feebf34cbd961d2f557a13b4ec,2018,67000,0,1,0,930,60s,70k,10,10,168
1,168,6.65,M,68,a4ef66feebf34cbd961d2f557a13b4ec,2018,67000,0,1,0,930,60s,70k,0,0,72
0,408,6.2,M,68,a4ef66feebf34cbd961d2f557a13b4ec,2018,67000,0,1,0,930,60s,70k,2,10,240
0,408,6.2,M,68,a4ef66feebf34cbd961d2f557a13b4ec,2018,67000,0,1,0,930,60s,70k,2,10,240
1,0,25.72,F,55,b0e8e98e9a314840875b28a8bf93904e,2017,103000,1,0,0,1026,50s,110k,10,10,120
1,408,27.85,F,55,b0e8e98e9a314840875b28a8bf93904e,2017,103000,1,0,0,1026,50s,110k,2,10,168
0,504,27.85,F,55,b0e8e98e9a314840875b28a8bf93904e,2017,103000,1,0,0,1026,50s,110k,0,0,72
0,576,33.39,F,55,b0e8e98e9a314840875b28a8bf93904e,2017,103000,1,0,0,1026,50s,110k,5,20,240
0,0,9.01,M,46,db691240326b44d8bfa7b438c4c41982,2016,46000,0,1,0,1362,40s,50k,10,10,120
0,168,15.91,M,46,db691240326b44d8bfa7b438c4c41982,2016,46000,0,1,0,1362,40s,50k,5,20,240
1,336,39.92,M,46,db691240326b44d8bfa7b438c4c41982,2016,46000,0,1,0,1362,40s,50k,2,10,240
1,504,11.87,M,46,db691240326b44d8bfa7b438c4c41982,2016,46000,0,1,0,1362,40s,50k,0,0,72
0,0,3.49,F,76,98ca9e631e8642098811723c5356e663,2018,53000,1,0,0,776,70s,60k,2,10,240
0,168,3.14,F,76,98ca9e631e8642098811723c5356e663,2018,53000,1,0,0,776,70s,60k,5,5,168
0,0,3.49,F,76,98ca9e631e8642098811723c5356e663,2018,53000,1,0,0,776,70s,60k,2,10,240
0,408,0,F,76,98ca9e631e8642098811723c5356e663,2018,53000,1,0,0,776,70s,60k,0,0,96
0,504,3.78,F,76,98ca9e631e8642098811723c5356e663,2018,53000,1,0,0,776,70s,60k,5,20,240
0,408,0,F,76,98ca9e631e8642098811723c5356e663,2018,53000,1,0,0,776,70s,60k,0,0,96
1,0,45.17,M,37,1486070ef4014e37bccc2522646991fa,2014,39000,0,1,0,2365,30s,40k,2,10,240
0,168,23.35,M,37,1486070ef4014e37bccc2522646991fa,2014,39000,0,1,0,2365,30s,40k,10,10,168
0,336,4.43,M,37,1486070ef4014e37bccc2522646991fa,2014,39000,0,1,0,2365,30s,40k,0,0,96
0,336,4.43,M,37,1486070ef4014e37bccc2522646991fa,2014,39000,0,1,0,2365,30s,40k,0,0,96
1,0,45.17,M,37,1486070ef4014e37bccc2522646991fa,2014,39000,0,1,0,2365,30s,40k,2,10,240
1,576,12.48,M,37,1486070ef4014e37bccc2522646991fa,2014,39000,0,1,0,2365,30s,40k,10,10,120
0,0,2.89,M,23,e60f4ead8cb6426ea089ed07a42b3780,2018,35000,0,1,0,841,20s,40k,3,7,168
0,336,3.74,M,23,e60f4ead8cb6426ea089ed07a42b3780,2018,35000,0,1,0,841,20s,40k,5,20,240
0,408,2.45,M,23,e60f4ead8cb6426ea089ed07a42b3780,2018,35000,0,1,0,841,20s,40k,5,5,120
0,504,2.45,M,23,e60f4ead8cb6426ea089ed07a42b3780,2018,35000,0,1,0,841,20s,40k,2,10,168
0,576,0,M,23,e60f4ead8cb6426ea089ed07a42b3780,2018,35000,0,1,0,841,20s,40k,0,0,96
1,0,23.25,M,47,900cc48bfa9f47448bb4e0b846e2f4d7,2017,76000,0,1,0,1123,40s,80k,2,10,240
1,168,38.45,M,47,900cc48bfa9f47448bb4e0b846e2f4d7,2017,76000,0,1,0,1123,40s,80k,10,10,168
1,336,93.39,M,47,900cc48bfa9f47448bb4e0b846e2f4d7,2017,76000,0,1,0,1123,40s,80k,5,20,240
1,336,93.39,M,47,900cc48bfa9f47448bb4e0b846e2f4d7,2017,76000,0,1,0,1123,40s,80k,5,20,240
1,504,20.54,M,47,900cc48bfa9f47448bb4e0b846e2f4d7,2017,76000,0,1,0,1123,40s,80k,5,5,168
0,0,0,M,24,2c682b0e760d41e2a686dadade37ea74,2017,57000,0,1,0,1098,20s,60k,2,10,168
0,168,0.21,M,24,2c682b0e760d41e2a686dadade37ea74,2017,57000,0,1,0,1098,20s,60k,10,10,120
0,336,10.06,M,24,2c682b0e760d41e2a686dadade37ea74,2017,57000,0,1,0,1098,20s,60k,10,10,168
0,408,10.06,M,24,2c682b0e760d41e2a686dadade37ea74,2017,57000,0,1,0,1098,20s,60k,0,0,96
0,504,2.6,M,24,2c682b0e760d41e2a686dadade37ea74,2017,57000,0,1,0,1098,20s,60k,3,7,168
1,0,63.09,M,43,bf7a630d566f46f79b855990daf2d0b0,2015,56000,0,1,0,1821,40s,60k,3,7,168
1,0,63.09,M,43,bf7a630d566f46f79b855990daf2d0b0,2015,56000,0,1,0,1821,40s,60k,3,7,168
1,336,25.13,M,43,bf7a630d566f46f79b855990daf2d0b0,2015,56000,0,1,0,1821,40s,60k,10,10,168
0,408,4.57,M,43,bf7a630d566f46f79b855990daf2d0b0,2015,56000,0,1,0,1821,40s,60k,2,10,168
1,0,63.09,M,43,bf7a630d566f46f79b855990daf2d0b0,2015,56000,0,1,0,1821,40s,60k,3,7,168
0,0,2.76,M,31,e1608bdec1874b8db0d4fd425ba559f9,2018,52000,0,1,0,953,30s,60k,5,20,240
0,168,1.46,M,31,e1608bdec1874b8db0d4fd425ba559f9,2018,52000,0,1,0,953,30s,60k,0,0,96
0,336,2.14,M,31,e1608bdec1874b8db0d4fd425ba559f9,2018,52000,0,1,0,953,30s,60k,3,7,168
0,408,0,M,31,e1608bdec1874b8db0d4fd425ba559f9,2018,52000,0,1,0,953,30s,60k,2,10,168
0,336,2.14,M,31,e1608bdec1874b8db0d4fd425ba559f9,2018,52000,0,1,0,953,30s,60k,3,7,168
0,0,2.76,M,31,e1608bdec1874b8db0d4fd425ba559f9,2018,52000,0,1,0,953,30s,60k,5,20,240
0,0,20.84,F,52,f3acf14291c040a5b6d93bdd426898c6,2016,68000,1,0,0,1582,50s,70k,10,10,168
1,168,25.29,F,52,f3acf14291c040a5b6d93bdd426898c6,2016,68000,1,0,0,1582,50s,70k,5,20,240
0,336,0,F,52,f3acf14291c040a5b6d93bdd426898c6,2016,68000,1,0,0,1582,50s,70k,0,0,96
1,504,48.21,F,52,f3acf14291c040a5b6d93bdd426898c6,2016,68000,1,0,0,1582,50s,70k,2,10,168
0,0,0,F,42,c0a71ad1634e4a2e8468deae1acb09bb,2015,75000,1,0,0,1733,40s,80k,5,5,120
1,336,76.51,F,42,c0a71ad1634e4a2e8468deae1acb09bb,2015,75000,1,0,0,1733,40s,80k,10,10,120
1,408,129.3,F,42,c0a71ad1634e4a2e8468deae1acb09bb,2015,75000,1,0,0,1733,40s,80k,0,0,96
0,0,0,F,42,c0a71ad1634e4a2e8468deae1acb09bb,2015,75000,1,0,0,1733,40s,80k,5,5,120
1,576,106.94,F,42,c0a71ad1634e4a2e8468deae1acb09bb,2015,75000,1,0,0,1733,40s,80k,3,7,168
0,0,0,M,62,50bc8904c8624ff885dafb0f2856079e,2015,56000,0,1,0,2030,60s,60k,10,10,168
1,168,32.39,M,62,50bc8904c8624ff885dafb0f2856079e,2015,56000,0,1,0,2030,60s,60k,2,10,168
1,168,32.39,M,62,50bc8904c8624ff885dafb0f2856079e,2015,56000,0,1,0,2030,60s,60k,2,10,168
1,408,5.34,M,62,50bc8904c8624ff885dafb0f2856079e,2015,56000,0,1,0,2030,60s,60k,5,5,120
0,0,2.32,M,67,a06a9b36471a41a68ee7ca8f90294f5c,2017,53000,0,1,0,1009,60s,60k,10,10,120
0,336,0,M,67,a06a9b36471a41a68ee7ca8f90294f5c,2017,53000,0,1,0,1009,60s,60k,5,5,120
0,0,2.32,M,67,a06a9b36471a41a68ee7ca8f90294f5c,2017,53000,0,1,0,1009,60s,60k,10,10,120
0,0,2.32,M,67,a06a9b36471a41a68ee7ca8f90294f5c,2017,53000,0,1,0,1009,60s,60k,10,10,120
0,576,1.34,M,67,a06a9b36471a41a68ee7ca8f90294f5c,2017,53000,0,1,0,1009,60s,60k,10,10,168
0,0,0,F,62,a4d629a11c0746c69c01f660286dea7e,2017,72000,1,0,0,988,60s,80k,2,10,168
1,168,13.69,F,62,a4d629a11c0746c69c01f660286dea7e,2017,72000,1,0,0,988,60s,80k,5,5,168
1,336,38.42,F,62,a4d629a11c0746c69c01f660286dea7e,2017,72000,1,0,0,988,60s,80k,3,7,168
1,168,13.69,F,62,a4d629a11c0746c69c01f660286dea7e,2017,72000,1,0,0,988,60s,80k,5,5,168
1,504,31.07,F,62,a4d629a11c0746c69c01f660286dea7e,2017,72000,1,0,0,988,60s,80k,0,0,96
0,576,19.96,F,62,a4d629a11c0746c69c01f660286dea7e,2017,72000,1,0,0,988,60s,80k,5,20,240
1,0,33.7,M,67,7041ef23a7a64e6e8b9abfe34f455cf6,2017,60000,0,1,0,1049,60s,70k,10,10,168
1,0,33.7,M,67,7041ef23a7a64e6e8b9abfe34f455cf6,2017,60000,0,1,0,1049,60s,70k,10,10,168
1,336,64.49,M,67,7041ef23a7a64e6e8b9abfe34f455cf6,2017,60000,0,1,0,1049,60s,70k,2,10,240
1,504,10.8,M,67,7041ef23a7a64e6e8b9abfe34f455cf6,2017,60000,0,1,0,1049,60s,70k,10,10,120
1,0,33.7,M,67,7041ef23a7a64e6e8b9abfe34f455cf6,2017,60000,0,1,0,1049,60s,70k,10,10,168
0,0,2.02,M,54,c474e9179c3549d8b795bcb9242cfc08,2018,57000,0,1,0,813,50s,60k,5,5,168
0,168,4.92,M,54,c474e9179c3549d8b795bcb9242cfc08,2018,57000,0,1,0,813,50s,60k,3,7,168
0,336,3.49,M,54,c474e9179c3549d8b795bcb9242cfc08,2018,57000,0,1,0,813,50s,60k,2,10,168
1,408,11.62,M,54,c474e9179c3549d8b795bcb9242cfc08,2018,57000,0,1,0,813,50s,60k,2,10,240
1,504,12.41,M,54,c474e9179c3549d8b795bcb9242cfc08,2018,57000,0,1,0,813,50s,60k,10,10,168
0,0,0,M,56,4de211af52924cd39a24f0dac1914632,2017,97000,0,1,0,1072,50s,100k,10,10,120
0,168,81.34,M,56,4de211af52924cd39a24f0dac1914632,2017,97000,0,1,0,1072,50s,100k,0,0,96
0,408,0,M,56,4de211af52924cd39a24f0dac1914632,2017,97000,0,1,0,1072,50s,100k,5,5,168
0,576,0,M,56,4de211af52924cd39a24f0dac1914632,2017,97000,0,1,0,1072,50s,100k,3,7,168
1,0,44.42,F,58,929b3120972c4af3a37f16a5c0286d83,2017,77000,1,0,0,1270,50s,80k,3,7,168
1,168,22.83,F,58,929b3120972c4af3a37f16a5c0286d83,2017,77000,1,0,0,1270,50s,80k,0,0,96
1,336,17.56,F,58,929b3120972c4af3a37f16a5c0286d83,2017,77000,1,0,0,1270,50s,80k,5,5,120
1,336,17.56,F,58,929b3120972c4af3a37f16a5c0286d83,2017,77000,1,0,0,1270,50s,80k,5,5,120
1,0,18.04,F,37,1c284a07aef445cba96d097daae3ec75,2015,80000,1,0,0,1703,30s,90k,0,0,72
1,336,98.55,F,37,1c284a07aef445cba96d097daae3ec75,2015,80000,1,0,0,1703,30s,90k,2,10,168
1,408,81.85,F,37,1c284a07aef445cba96d097daae3ec75,2015,80000,1,0,0,1703,30s,90k,5,20,240
1,576,69.45,F,37,1c284a07aef445cba96d097daae3ec75,2015,80000,1,0,0,1703,30s,90k,0,0,96
1,0,21.24,O,58,bbc84c4808414965b83576e09d3445cd,2015,95000,0,0,1,1754,50s,100k,2,10,168
1,168,84.24,O,58,bbc84c4808414965b83576e09d3445cd,2015,95000,0,0,1,1754,50s,100k,0,0,96
1,168,84.24,O,58,bbc84c4808414965b83576e09d3445cd,2015,95000,0,0,1,1754,50s,100k,0,0,96
1,504,54.2,O,58,bbc84c4808414965b83576e09d3445cd,2015,95000,0,0,1,1754,50s,100k,3,7,168
1,168,84.24,O,58,bbc84c4808414965b83576e09d3445cd,2015,95000,0,0,1,1754,50s,100k,0,0,96
0,0,0,F,42,77062b74e4b5481f81ff34b48d870a7f,2017,98000,1,0,0,971,40s,100k,10,10,120
1,408,26.72,F,42,77062b74e4b5481f81ff34b48d870a7f,2017,98000,1,0,0,971,40s,100k,10,10,168
0,504,0,F,42,77062b74e4b5481f81ff34b48d870a7f,2017,98000,1,0,0,971,40s,100k,2,10,168
0,576,0,F,42,77062b74e4b5481f81ff34b48d870a7f,2017,98000,1,0,0,971,40s,100k,0,0,96
0,0,0,M,60,532f86d3011846bfa0df878a19f9fc3f,2018,76000,0,1,0,931,60s,80k,0,0,96
0,168,0,M,60,532f86d3011846bfa0df878a19f9fc3f,2018,76000,0,1,0,931,60s,80k,2,10,240
0,408,0,M,60,532f86d3011846bfa0df878a19f9fc3f,2018,76000,0,1,0,931,60s,80k,10,10,120
0,504,0,M,60,532f86d3011846bfa0df878a19f9fc3f,2018,76000,0,1,0,931,60s,80k,5,5,168
1,576,24.99,M,60,532f86d3011846bfa0df878a19f9fc3f,2018,76000,0,1,0,931,60s,80k,3,7,168
1,0,25.14,F,68,e0652afbc99b4606b913d2a7de3e9d2e,2017,75000,1,0,0,1309,60s,80k,5,5,120
1,168,24.79,F,68,e0652afbc99b4606b913d2a7de3e9d2e,2017,75000,1,0,0,1309,60s,80k,3,7,168
1,408,32.6,F,68,e0652afbc99b4606b913d2a7de3e9d2e,2017,75000,1,0,0,1309,60s,80k,10,10,120
0,576,0,F,68,e0652afbc99b4606b913d2a7de3e9d2e,2017,75000,1,0,0,1309,60s,80k,5,20,240
1,0,138.97,M,25,3eaf1550d25f450e93faeb5a4ab744c1,2017,50000,0,1,0,1152,20s,60k,2,10,240
1,168,27.17,M,25,3eaf1550d25f450e93faeb5a4ab744c1,2017,50000,0,1,0,1152,20s,60k,10,10,120
1,336,42.72,M,25,3eaf1550d25f450e93faeb5a4ab744c1,2017,50000,0,1,0,1152,20s,60k,5,5,120
1,408,29.51,M,25,3eaf1550d25f450e93faeb5a4ab744c1,2017,50000,0,1,0,1152,20s,60k,2,10,168
1,504,61.05,M,25,3eaf1550d25f450e93faeb5a4ab744c1,2017,50000,0,1,0,1152,20s,60k,10,10,168
1,0,138.97,M,25,3eaf1550d25f450e93faeb5a4ab744c1,2017,50000,0,1,0,1152,20s,60k,2,10,240
1,0,3.97,M,20,f69865f8b4da48088bbacb35432df872,2014,59000,0,1,0,2198,20s,60k,0,0,72
1,168,8.21,M,20,f69865f8b4da48088bbacb35432df872,2014,59000,0,1,0,2198,20s,60k,0,0,96
0,336,2.89,M,20,f69865f8b4da48088bbacb35432df872,2014,59000,0,1,0,2198,20s,60k,5,5,120
1,168,8.21,M,20,f69865f8b4da48088bbacb35432df872,2014,59000,0,1,0,2198,20s,60k,0,0,96
0,504,6.21,M,20,f69865f8b4da48088bbacb35432df872,2014,59000,0,1,0,2198,20s,60k,2,10,168
1,576,16.87,M,20,f69865f8b4da48088bbacb35432df872,2014,59000,0,1,0,2198,20s,60k,3,7,168
1,0,33.63,M,75,1948b3c194c542d0a2a084a558f31834,2017,54000,0,1,0,1286,70s,60k,5,20,240
0,168,9.8,M,75,1948b3c194c542d0a2a084a558f31834,2017,54000,0,1,0,1286,70s,60k,5,5,168
0,168,9.8,M,75,1948b3c194c542d0a2a084a558f31834,2017,54000,0,1,0,1286,70s,60k,5,5,168
1,408,53.97,M,75,1948b3c194c542d0a2a084a558f31834,2017,54000,0,1,0,1286,70s,60k,3,7,168
1,504,77.96,M,75,1948b3c194c542d0a2a084a558f31834,2017,54000,0,1,0,1286,70s,60k,10,10,168
0,168,9.8,M,75,1948b3c194c542d0a2a084a558f31834,2017,54000,0,1,0,1286,70s,60k,5,5,168
0,0,27.93,M,49,f538eaec666e49d993c4aaf0734fd03a,2017,72000,0,1,0,1076,40s,80k,0,0,96
1,168,55.01,M,49,f538eaec666e49d993c4aaf0734fd03a,2017,72000,0,1,0,1076,40s,80k,5,5,168
1,336,31.31,M,49,f538eaec666e49d993c4aaf0734fd03a,2017,72000,0,1,0,1076,40s,80k,0,0,72
1,168,55.01,M,49,f538eaec666e49d993c4aaf0734fd03a,2017,72000,0,1,0,1076,40s,80k,5,5,168
0,0,27.93,M,49,f538eaec666e49d993c4aaf0734fd03a,2017,72000,0,1,0,1076,40s,80k,0,0,96
0,0,66.71,F,90,288bd96665ae45c287dec85634f318dd,2016,100000,1,0,0,1530,90s,110k,5,20,240
0,168,33.16,F,90,288bd96665ae45c287dec85634f318dd,2016,100000,1,0,0,1530,90s,110k,5,5,168
0,336,0,F,90,288bd96665ae45c287dec85634f318dd,2016,100000,1,0,0,1530,90s,110k,0,0,96
1,504,86.42,F,90,288bd96665ae45c287dec85634f318dd,2016,100000,1,0,0,1530,90s,110k,10,10,168
0,576,0,F,90,288bd96665ae45c287dec85634f318dd,2016,100000,1,0,0,1530,90s,110k,0,0,72
0,0,6.19,M,24,bd56398238844f63bf73ebe02ad4733a,2017,32000,0,1,0,1332,20s,40k,2,10,168
